"Degree_resistance","Access","eir","half_life","Vaccine_type","Age","Blood_clerance","Seasonality","time_0.1","time_UP","time_LOW"
1,0.1,50,1,"AIV","0.75",1,"Seasonal",1.75621174133587,1.64085013415755,1.88902126788611
0,0.3,5,1,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",1,"Seasonal",5.24264272957329,4.23954155720784,6.86754553728691
0.5,0.3,5,1,"AIV","0.75",1,"Seasonal",2.55410828352645,2.31693054900214,2.84538213693804
0.75,0.3,5,1,"AIV","0.75",1,"Seasonal",1.88491380233129,1.77284033346292,2.01211337070462
1,0.3,5,1,"AIV","0.75",1,"Seasonal",1.63945570018491,1.4876748917984,1.82572638928955
0,0.3,50,1,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",1,"Seasonal",4.71337345128935,4.22591872270021,5.32794568738863
0.5,0.3,50,1,"AIV","0.75",1,"Seasonal",2.50248970820223,2.31803304612167,2.71884048051049
0.75,0.3,50,1,"AIV","0.75",1,"Seasonal",1.86501126713082,1.78361543255324,1.9541913874662
1,0.3,50,1,"AIV","0.75",1,"Seasonal",1.54552316063699,1.4664597168622,1.63359776908447
0,0.1,5,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",1,"Seasonal",5.93335981926186,4.74778263788067,7.90810723249881
0.5,0.1,5,1.5,"AIV","0.75",1,"Seasonal",2.58341598403094,2.38761619594479,2.81419822491479
0.75,0.1,5,1.5,"AIV","0.75",1,"Seasonal",1.7789261227755,1.66389064362895,1.91104926998285
1,0.1,5,1.5,"AIV","0.75",1,"Seasonal",1.47272064032259,1.32425781379676,1.65867505526077
0,0.1,50,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",1,"Seasonal",4.3950018758001,3.83056977818648,5.15451674332355
0.5,0.1,50,1.5,"AIV","0.75",1,"Seasonal",2.30067521699095,2.13564099236214,2.49335198882381
0.75,0.1,50,1.5,"AIV","0.75",1,"Seasonal",1.66086063248432,1.58796255679058,1.74077376200072
1,0.1,50,1.5,"AIV","0.75",1,"Seasonal",1.34776210251281,1.27229364803191,1.43274821697015
0,0.3,5,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",1,"Seasonal",4.09459829277547,3.47430392010014,4.98452393498866
0.5,0.3,5,1.5,"AIV","0.75",1,"Seasonal",2.04976564178088,1.91441282891031,2.20571403185155
0.75,0.3,5,1.5,"AIV","0.75",1,"Seasonal",1.5065616411017,1.43789768244206,1.58211228263647
1,0.3,5,1.5,"AIV","0.75",1,"Seasonal",1.29569229226966,1.19349930956904,1.41702454953714
0,0.3,50,1.5,"AIV","0.75",1,"Seasonal",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",1,"Seasonal",3.68039198957704,3.3780851525447,4.04212406103253
0.5,0.3,50,1.5,"AIV","0.75",1,"Seasonal",1.97190012192721,1.87446761293729,2.08001682481628
0.75,0.3,50,1.5,"AIV","0.75",1,"Seasonal",1.46124158053461,1.41508209697639,1.51051402007949
1,0.3,50,1.5,"AIV","0.75",1,"Seasonal",1.21266345411811,1.15393032517512,1.27769605213808
0,0.1,5,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","18",0,"Perennial",13.9666951155919,12.4373929043362,15.9248102729729
0.5,0.1,5,1,"AIV","18",0,"Perennial",7.54043233960626,7.24075339980651,7.86598838747536
0.75,0.1,5,1,"AIV","18",0,"Perennial",5.24802551530556,5.06829557142491,5.4409711364169
1,0.1,5,1,"AIV","18",0,"Perennial",4.41404938904066,4.29638923232056,4.53833544192628
0,0.1,50,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","18",0,"Perennial",23.4727752717527,20.3359261287909,27.753851230352
0.5,0.1,50,1,"AIV","18",0,"Perennial",12.5426241753949,12.0978235029476,13.0213812969262
0.75,0.1,50,1,"AIV","18",0,"Perennial",8.47736726598204,8.13610470028688,8.84851116518826
1,0.1,50,1,"AIV","18",0,"Perennial",6.84040143851461,6.48850967044429,7.2326502300808
0,0.3,5,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","18",0,"Perennial",11.1069338294667,9.98041341911674,12.5201187011285
0.5,0.3,5,1,"AIV","18",0,"Perennial",6.26748925965305,5.93344244729402,6.64139297090704
0.75,0.3,5,1,"AIV","18",0,"Perennial",4.48604654325201,4.36516466627604,4.61381411984162
1,0.3,5,1,"AIV","18",0,"Perennial",3.80341433293511,3.68372559684106,3.93114192727194
0,0.3,50,1,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","18",0,"Perennial",18.4794227901588,16.3654155504446,21.2205998522687
0.5,0.3,50,1,"AIV","18",0,"Perennial",10.3136941771557,9.74833848543262,10.9486627746946
0.75,0.3,50,1,"AIV","18",0,"Perennial",7.12499793462758,6.90626335209832,7.35804118609654
1,0.3,50,1,"AIV","18",0,"Perennial",5.7413693360156,5.45475640468833,6.05977200879547
0,0.1,5,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","18",0,"Perennial",11.7341038432187,10.6941830997624,12.9980572704283
0.5,0.1,5,1.5,"AIV","18",0,"Perennial",6.43927211957836,6.23578197433317,6.65649112290439
0.75,0.1,5,1.5,"AIV","18",0,"Perennial",4.55031436687108,4.41271023624594,4.6967767088703
1,0.1,5,1.5,"AIV","18",0,"Perennial",3.83409559818402,3.72276338048074,3.95229205454509
0,0.1,50,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","18",0,"Perennial",19.3457743482976,17.0460323412501,22.3628239871789
0.5,0.1,50,1.5,"AIV","18",0,"Perennial",10.3807685760382,9.98437393226742,10.8099394094278
0.75,0.1,50,1.5,"AIV","18",0,"Perennial",7.12598284409522,6.8937429882575,7.37441584720537
1,0.1,50,1.5,"AIV","18",0,"Perennial",5.76514983803712,5.53645923727452,6.01354717225355
0,0.3,5,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","18",0,"Perennial",9.39439299360844,8.6455406859871,10.28527440299
0.5,0.3,5,1.5,"AIV","18",0,"Perennial",5.35702318152239,5.14510377249707,5.58714983058283
0.75,0.3,5,1.5,"AIV","18",0,"Perennial",3.87928561943171,3.79550079006246,3.96685301067087
1,0.3,5,1.5,"AIV","18",0,"Perennial",3.29596699656891,3.20824808900697,3.38861750790472
0,0.3,50,1.5,"AIV","18",0,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","18",0,"Perennial",15.2946516312763,13.911663951903,16.9829636529334
0.5,0.3,50,1.5,"AIV","18",0,"Perennial",8.54409862797051,8.20630874374081,8.91089066824131
0.75,0.3,50,1.5,"AIV","18",0,"Perennial",5.98574509048996,5.84116093692879,6.1376685912612
1,0.3,50,1.5,"AIV","18",0,"Perennial",4.85084134910636,4.65822925719697,5.06006902474205
0,0.1,5,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","18",1,"Perennial",13.7774953908124,12.4540879272646,15.4156019098732
0.5,0.1,5,1,"AIV","18",1,"Perennial",7.58167602630716,7.32302936454443,7.85926223267148
0.75,0.1,5,1,"AIV","18",1,"Perennial",5.491148400375,5.3024152908651,5.69381283583048
1,0.1,5,1,"AIV","18",1,"Perennial",4.37665638829419,4.19921608416887,4.5697539857397
0,0.1,50,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","18",1,"Perennial",23.7773502292756,20.3671940503205,28.5591097805984
0.5,0.1,50,1,"AIV","18",1,"Perennial",12.6524825565924,12.0248398763783,13.3492536948381
0.75,0.1,50,1,"AIV","18",1,"Perennial",9.00157751185828,8.68117184069746,9.34654069175224
1,0.1,50,1,"AIV","18",1,"Perennial",6.97157229605416,6.73804958024237,7.22186267535224
0,0.3,5,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","18",1,"Perennial",11.5826489223068,10.5661956235164,12.8154802705754
0.5,0.3,5,1,"AIV","18",1,"Perennial",6.33621112467266,6.10103913934228,6.59023995119365
0.75,0.3,5,1,"AIV","18",1,"Perennial",4.61464584200708,4.48304423765049,4.75420755694249
1,0.3,5,1,"AIV","18",1,"Perennial",3.67733885913723,3.54955441482787,3.81466740743262
0,0.3,50,1,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","18",1,"Perennial",22.2255187435975,19.2692541174406,26.2532608625263
0.5,0.3,50,1,"AIV","18",1,"Perennial",10.9116257414348,10.3837355449015,11.4960647269855
0.75,0.3,50,1,"AIV","18",1,"Perennial",7.64976893639865,7.42820088534185,7.88496121457455
1,0.3,50,1,"AIV","18",1,"Perennial",5.84267226597559,5.64216009477574,6.05796125896322
0,0.1,5,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","18",1,"Perennial",11.1736273845368,10.3871578787938,12.0889489599292
0.5,0.1,5,1.5,"AIV","18",1,"Perennial",6.4137936765678,6.23233602506847,6.60613466673462
0.75,0.1,5,1.5,"AIV","18",1,"Perennial",4.71228325666615,4.58139966832842,4.85086505949777
1,0.1,5,1.5,"AIV","18",1,"Perennial",3.79657860405933,3.67036377305033,3.93178300284729
0,0.1,50,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","18",1,"Perennial",18.8269327080343,16.9802689535451,21.1242712326513
0.5,0.1,50,1.5,"AIV","18",1,"Perennial",10.4515510471325,10.0974182300982,10.8314267315433
0.75,0.1,50,1.5,"AIV","18",1,"Perennial",7.54916331740559,7.34786999755332,7.7617960526016
1,0.1,50,1.5,"AIV","18",1,"Perennial",5.93140513311134,5.75960722916898,6.11376693359388
0,0.3,5,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","18",1,"Perennial",9.2613193183995,8.67915674627993,9.9271952421869
0.5,0.3,5,1.5,"AIV","18",1,"Perennial",5.3482783041846,5.19518357522633,5.51066997207014
0.75,0.3,5,1.5,"AIV","18",1,"Perennial",3.97065703575467,3.8829239569932,4.0624463495546
1,0.3,5,1.5,"AIV","18",1,"Perennial",3.20965829145719,3.12100267395479,3.30349789243404
0,0.3,50,1.5,"AIV","18",1,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","18",1,"Perennial",16.7717497706882,15.3205807550083,18.5265930231201
0.5,0.3,50,1.5,"AIV","18",1,"Perennial",8.89939926559913,8.60331342974185,9.21659125780147
0.75,0.3,50,1.5,"AIV","18",1,"Perennial",6.39918041511916,6.26250791137469,6.54195147425625
1,0.3,50,1.5,"AIV","18",1,"Perennial",4.99056759287574,4.85406485359473,5.1349697502798
0,0.1,5,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","0.75",0,"Perennial",6.00418836781793,5.15821527259222,7.18208645631145
0.5,0.1,5,1,"AIV","0.75",0,"Perennial",2.93322623667908,2.67173166518411,3.25146162516701
0.75,0.1,5,1,"AIV","0.75",0,"Perennial",1.82313804729492,1.69539891063054,1.97169456705063
1,0.1,5,1,"AIV","0.75",0,"Perennial",1.39496640247263,1.28736939992788,1.52218941929318
0,0.1,50,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","0.75",0,"Perennial",6.38230222903367,5.13824482927239,8.42122574241448
0.5,0.1,50,1,"AIV","0.75",0,"Perennial",3.11087149052157,2.79826296773473,3.50211048321752
0.75,0.1,50,1,"AIV","0.75",0,"Perennial",1.92617416312152,1.78087780656713,2.09728523068015
1,0.1,50,1,"AIV","0.75",0,"Perennial",1.45705330877656,1.35227810504628,1.57942822037948
0,0.3,5,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",0,"Perennial",4.91845598054271,4.19415290036951,5.94514387800387
0.5,0.3,5,1,"AIV","0.75",0,"Perennial",2.49638821148511,2.30361557952922,2.72437074636051
0.75,0.3,5,1,"AIV","0.75",0,"Perennial",1.58674915536025,1.50397005761113,1.67917140342158
1,0.3,5,1,"AIV","0.75",0,"Perennial",1.25039957944829,1.16639005821,1.34744998495532
0,0.3,50,1,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",0,"Perennial",5.89168853436927,4.85888358069789,7.4820806033672
0.5,0.3,50,1,"AIV","0.75",0,"Perennial",2.80430167749504,2.56585272485046,3.09161013934581
0.75,0.3,50,1,"AIV","0.75",0,"Perennial",1.74520071092045,1.64452912795959,1.85900144255009
1,0.3,50,1,"AIV","0.75",0,"Perennial",1.34639878069949,1.26503557912675,1.43894746010495
0,0.1,5,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",0,"Perennial",4.12619496475799,3.74473728164009,4.59418126361965
0.5,0.1,5,1.5,"AIV","0.75",0,"Perennial",2.19853572540243,2.05039870684419,2.36974483378138
0.75,0.1,5,1.5,"AIV","0.75",0,"Perennial",1.42171050324136,1.3500312502129,1.50142809833216
1,0.1,5,1.5,"AIV","0.75",0,"Perennial",1.11722997864748,1.0504633655576,1.19305991458012
0,0.1,50,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",0,"Perennial",4.41708766026421,3.89682438996587,5.09767610213722
0.5,0.1,50,1.5,"AIV","0.75",0,"Perennial",2.3419736126628,2.18977984216314,2.51690305465238
0.75,0.1,50,1.5,"AIV","0.75",0,"Perennial",1.50593861443992,1.4285518717461,1.59218986646129
1,0.1,50,1.5,"AIV","0.75",0,"Perennial",1.16937857630013,1.10807641369351,1.23786080688482
0,0.3,5,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",0,"Perennial",3.56907608250109,3.21072866579402,4.01746256470948
0.5,0.3,5,1.5,"AIV","0.75",0,"Perennial",1.92736202566548,1.81657623789823,2.05253819857092
0.75,0.3,5,1.5,"AIV","0.75",0,"Perennial",1.26143650845347,1.21192783366642,1.31516243802413
1,0.3,5,1.5,"AIV","0.75",0,"Perennial",1.01277109344218,0.958964857640071,1.0729742434234
0,0.3,50,1.5,"AIV","0.75",0,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",0,"Perennial",4.14099498858883,3.68453379609986,4.72654672260738
0.5,0.3,50,1.5,"AIV","0.75",0,"Perennial",2.13722768173051,2.0178303419719,2.27164343375315
0.75,0.3,50,1.5,"AIV","0.75",0,"Perennial",1.37561664428494,1.3207781762882,1.43520614039548
1,0.3,50,1.5,"AIV","0.75",0,"Perennial",1.08428690165815,1.03603088247299,1.13725784825065
0,0.1,5,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,5,1,"AIV","0.75",1,"Perennial",4.57130686486006,3.83312185990962,5.66162642186801
0.5,0.1,5,1,"AIV","0.75",1,"Perennial",2.30782291053827,2.03551971751319,2.66423265304476
0.75,0.1,5,1,"AIV","0.75",1,"Perennial",1.55407973141817,1.42466467256589,1.70935584018765
1,0.1,5,1,"AIV","0.75",1,"Perennial",1.2182539483218,1.13755544212349,1.31127625858719
0,0.1,50,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,50,1,"AIV","0.75",1,"Perennial",6.33571364960517,5.1152574008464,8.32104255654109
0.5,0.1,50,1,"AIV","0.75",1,"Perennial",2.92203182459632,2.60345332705288,3.32944867580907
0.75,0.1,50,1,"AIV","0.75",1,"Perennial",1.82689193288034,1.69999507264163,1.97426153030925
1,0.1,50,1,"AIV","0.75",1,"Perennial",1.35676021618892,1.25723827775592,1.47339276435082
0,0.3,5,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,5,1,"AIV","0.75",1,"Perennial",4.6444241468554,3.63367287081037,6.434167935727
0.5,0.3,5,1,"AIV","0.75",1,"Perennial",2.3807325038994,2.14999450335586,2.66695034761848
0.75,0.3,5,1,"AIV","0.75",1,"Perennial",1.50150891539122,1.4155936147898,1.59852680945253
1,0.3,5,1,"AIV","0.75",1,"Perennial",1.12458730946469,1.06081974256042,1.19651152591685
0,0.3,50,1,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,50,1,"AIV","0.75",1,"Perennial",6.70052907010273,5.19564015959779,9.43264272706947
0.5,0.3,50,1,"AIV","0.75",1,"Perennial",3.06193375908143,2.76154383395843,3.43565035166027
0.75,0.3,50,1,"AIV","0.75",1,"Perennial",1.73909959634065,1.65291333944022,1.83476813124761
1,0.3,50,1,"AIV","0.75",1,"Perennial",1.22493229590638,1.15325006537317,1.3061161813681
0,0.1,5,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,5,1.5,"AIV","0.75",1,"Perennial",3.65800013503153,3.15065732953547,4.36009594471815
0.5,0.1,5,1.5,"AIV","0.75",1,"Perennial",1.8903438192708,1.72365779517765,2.09271993247664
0.75,0.1,5,1.5,"AIV","0.75",1,"Perennial",1.30143489419259,1.2206021712862,1.39373296932744
1,0.1,5,1.5,"AIV","0.75",1,"Perennial",1.0438226007772,0.989905047397625,1.1039519947658
0,0.1,50,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.1,50,1.5,"AIV","0.75",1,"Perennial",4.56685763811838,3.91651001516714,5.4761954641816
0.5,0.1,50,1.5,"AIV","0.75",1,"Perennial",2.226351915354,2.05667884806109,2.42653781949987
0.75,0.1,50,1.5,"AIV","0.75",1,"Perennial",1.45787503793332,1.38390589629729,1.54019791709889
1,0.1,50,1.5,"AIV","0.75",1,"Perennial",1.12619019853049,1.06080322855828,1.20016745584283
0,0.3,5,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,5,1.5,"AIV","0.75",1,"Perennial",3.5775267301317,2.98893430350448,4.45477890812203
0.5,0.3,5,1.5,"AIV","0.75",1,"Perennial",1.87988771528002,1.76105883960298,2.01591308840851
0.75,0.3,5,1.5,"AIV","0.75",1,"Perennial",1.23924845968505,1.19047504165123,1.29218907211974
1,0.3,5,1.5,"AIV","0.75",1,"Perennial",0.963745074309256,0.925278808939181,1.00554835511117
0,0.3,50,1.5,"AIV","0.75",1,"Perennial",NA,NA,NA
0.25,0.3,50,1.5,"AIV","0.75",1,"Perennial",4.56431627278193,3.87474193820595,5.55247003681335
0.5,0.3,50,1.5,"AIV","0.75",1,"Perennial",2.22381121739902,2.08721689286035,2.37953585427918
0.75,0.3,50,1.5,"AIV","0.75",1,"Perennial",1.37087177555041,1.32900619997022,1.41546079313134
1,0.3,50,1.5,"AIV","0.75",1,"Perennial",1.02265189624657,0.98110791150079,1.06786971865132
